title_base,genre,duration_min,avg_rating,year,director,title,movie_id,pace,description
The Conjuring,horror,112,3.9,2013,James Wan,The Conjuring Redux,M422,fast,Synopsis de test généré par le pipeline de données Pandas.
La La Land,romance,128,4.2,2016,Damien Chazelle,La La Land Redux,M423,fast,Synopsis de test généré par le pipeline de données Pandas.
The Hangover,comedy,100,3.8,2009,Todd Phillips,The Hangover Redux,M424,LENT,Synopsis de test généré par le pipeline de données Pandas.
Seven,thriller,127,4.6,1995,David Fincher,Seven Redux,M425,fast,Synopsis de test généré par le pipeline de données Pandas.
Spirited Away,animation,125,4.8,2001,Hayao Miyazaki,Spirited Away Redux,M426,fast,Synopsis de test généré par le pipeline de données Pandas.
Pulp Fiction,drama,154,4.5,1994,Quentin Tarantino,Pulp Fiction Redux,M427,LENT,Synopsis de test généré par le pipeline de données Pandas.
Titanic,romance,194,4.0,1997,James Cameron,Titanic Redux,M428,fast,Synopsis de test généré par le pipeline de données Pandas.
Superbad,comedy,-113,3.7,2007,Greg Mottola,Superbad Redux,M429,fast,Synopsis de test généré par le pipeline de données Pandas.
Get Out,horreur,104,4.1,2017,Jordan Peele,Get Out Redux,M430,LENT,Synopsis de test généré par le pipeline de données Pandas.
Blade Runner 2049,sci fi,164,4.4,2017,Denis Villeneuve,Blade Runner 2049 Redux,M431,fast,Synopsis de test généré par le pipeline de données Pandas.
Parasite,thriller,132,4.6,2019,Bong Joon Ho,Parasite Redux,M432,fast,Synopsis de test généré par le pipeline de données Pandas.
Inception,science fiction,148,4.8,2010,Christopher Nolan,Inception Beyond,M433,LENT,Synopsis de test généré par le pipeline de données Pandas.
Interstellar,sci-fi,-169,4.7.0.0,,Christopher Nolan,Interstellar Beyond,M434,fast,Synopsis de test généré par le pipeline de données Pandas.
The Matrix,action,136,9.5,1999,Lana Wachowski,The Matrix Beyond,M435,fast,Synopsis de test généré par le pipeline de données Pandas.
Avatar,thriler,9999,4.1,2009,James Cameron,Avatar Beyond,M436,LENT,Synopsis de test généré par le pipeline de données Pandas.
Gladiator,drama,155,NaN,2000,Ridley Scott,Gladiator Beyond,M437,fast,Synopsis de test généré par le pipeline de données Pandas.
The Dark Knight,action,152,4.9,2008,Christopher Nolan,The Dark Knight Beyond,M438,fast,Synopsis de test généré par le pipeline de données Pandas.
Toy Story,animation,81,4.3,1995,John Lasseter,Toy Story Beyond,M439,LENT,Synopsis de test généré par le pipeline de données Pandas.
The Conjuring,horror,112,3.9,2013,James Wan,The Conjuring Beyond,M440,fast,Synopsis de test généré par le pipeline de données Pandas.
La La Land,romance,128,4.2,2016,Damien Chazelle,La La Land Beyond,M441,fast,Synopsis de test généré par le pipeline de données Pandas.
The Hangover,comedy,100,3.8,2009,Todd Phillips,The Hangover Beyond,M442,LENT,Synopsis de test généré par le pipeline de données Pandas.
Seven,thriller,127,4.6,1995,David Fincher,Seven Beyond,M443,fast,Synopsis de test généré par le pipeline de données Pandas.
Spirited Away,animation,125,4.8,2001,Hayao Miyazaki,Spirited Away Beyond,M444,fast,Synopsis de test généré par le pipeline de données Pandas.
Pulp Fiction,drama,154,4.5,1994,Quentin Tarantino,Pulp Fiction Beyond,M445,LENT,Synopsis de test généré par le pipeline de données Pandas.
Titanic,romance,194,4.0,1997,James Cameron,Titanic Beyond,M446,fast,Synopsis de test généré par le pipeline de données Pandas.
Superbad,comedy,-113,3.7,2007,Greg Mottola,Superbad Beyond,M447,fast,Synopsis de test généré par le pipeline de données Pandas.
Get Out,horreur,104,4.1,2017,Jordan Peele,Get Out Beyond,M448,LENT,Synopsis de test généré par le pipeline de données Pandas.
Blade Runner 2049,sci fi,164,4.4,2017,Denis Villeneuve,Blade Runner 2049 Beyond,M449,fast,Synopsis de test généré par le pipeline de données Pandas.
Parasite,thriller,132,4.6,2019,Bong Joon Ho,Parasite Beyond,M450,fast,Synopsis de test généré par le pipeline de données Pandas.
,,,,,,,,,
Interstellar,sci-fi,-169,4.7.0.0,,Christopher Nolan,Interstellar Original,M002,fast,Synopsis de test généré par le pipeline de données Pandas.
The Matrix,action,136,9.5,1999,Lana Wachowski,The Matrix Original,M003,fast,Synopsis de test généré par le pipeline de données Pandas.
Avatar,thriler,9999,4.1,2009,James Cameron,Avatar Original,M004,LENT,Synopsis de test généré par le pipeline de données Pandas.
Gladiator,drama,155,NaN,2000,Ridley Scott,Gladiator Original,M005,fast,Synopsis de test généré par le pipeline de données Pandas.
